 &plot nbnd=  30, nks=   100 /
           -1.000000  0.500000  0.000000
   -6.819   -6.614   -6.578   -6.541   -6.506   -1.501    1.980    4.628    4.675   11.865
   11.934   13.137   13.785   17.723   18.855   19.627   19.668   22.111   24.299   24.948
   25.036   25.193   26.125   26.621   29.538   31.246   31.552   31.601   31.998   32.060
           -0.973684  0.500000  0.026316
   -6.819   -6.614   -6.578   -6.541   -6.506   -1.508    1.985    4.554    4.765   11.796
   11.988   13.107   13.848   17.619   18.876   19.457   19.906   22.088   24.197   24.691
   25.075   25.482   26.177   26.663   29.532   31.246   31.481   31.533   31.742   32.309
           -0.947368  0.500000  0.052632
   -6.818   -6.614   -6.579   -6.541   -6.506   -1.527    1.998    4.480    4.888   11.696
   12.038   13.056   14.003   17.354   18.907   19.328   20.216   22.016   23.945   24.456
   25.091   25.846   26.319   26.819   29.513   31.134   31.248   31.406   31.689   32.353
           -0.921052  0.500000  0.078948
   -6.817   -6.615   -6.580   -6.540   -6.507   -1.558    2.016    4.430    5.021   11.592
   12.048   13.035   14.207   17.006   18.910   19.247   20.536   21.894   23.670   24.269
   25.108   26.101   26.515   27.146   29.478   30.731   31.235   31.251   31.693   32.237
           -0.894736  0.500000  0.105264
   -6.815   -6.616   -6.583   -6.539   -6.507   -1.600    2.036    4.409    5.162   11.485
   12.012   13.066   14.439   16.624   18.872   19.203   20.782   21.776   23.427   24.124
   25.126   26.267   26.727   27.620   29.425   30.341   31.053   31.247   31.712   32.091
           -0.868422  0.500000  0.131578
   -6.813   -6.617   -6.585   -6.537   -6.507   -1.649    2.054    4.419    5.306   11.374
   11.947   13.141   14.685   16.238   18.802   19.177   20.802   21.804   23.201   24.041
   25.146   26.407   26.941   28.161   29.353   29.981   30.873   31.246   31.739   31.959
           -0.842106  0.500000  0.157894
   -6.810   -6.619   -6.589   -6.535   -6.508   -1.704    2.066    4.463    5.453   11.255
   11.875   13.241   14.932   15.873   18.714   19.151   20.585   21.996   22.967   24.035
   25.174   26.554   27.148   28.712   29.271   29.662   30.720   31.245   31.746   31.888
           -0.815790  0.500000  0.184210
   -6.807   -6.620   -6.593   -6.533   -6.508   -1.762    2.069    4.543    5.598   11.123
   11.814   13.344   15.128   15.596   18.615   19.115   20.279   22.202   22.726   24.094
   25.222   26.718   27.337   29.089   29.329   29.396   30.605   31.245   31.705   31.926
           -0.789474  0.500000  0.210526
   -6.805   -6.622   -6.598   -6.531   -6.508   -1.822    2.063    4.657    5.740   10.976
   11.774   13.428   15.057   15.638   18.503   19.058   19.970   22.280   22.542   24.202
   25.305   26.887   27.508   29.042   29.183   29.744   30.531   31.245   31.721   32.015
           -0.763158  0.500000  0.236842
   -6.802   -6.624   -6.603   -6.528   -6.508   -1.882    2.049    4.803    5.877   10.813
   11.759   13.464   14.862   15.882   18.375   18.971   19.710   22.093   22.526   24.347
   25.432   27.025   27.683   28.927   29.085   30.043   30.486   31.246   31.894   32.130
           -0.736842  0.500000  0.263158
   -6.799   -6.625   -6.608   -6.525   -6.508   -1.940    2.028    4.976    6.006   10.636
   11.770   13.421   14.737   16.156   18.224   18.852   19.525   21.828   22.486   24.519
   25.605   27.092   27.897   28.796   29.084   30.201   30.427   31.247   32.223   32.304
           -0.710526  0.500000  0.289474
   -6.796   -6.627   -6.612   -6.522   -6.508   -1.995    2.002    5.171    6.126   10.444
   11.805   13.298   14.705   16.429   18.054   18.722   19.411   21.557   22.366   24.708
   25.812   27.089   28.125   28.728   29.111   30.266   30.374   31.248   32.394   32.773
           -0.684210  0.500000  0.315790
   -6.794   -6.628   -6.617   -6.519   -6.508   -2.046    1.975    5.384    6.234   10.239
   11.862   13.129   14.731   16.681   17.893   18.607   19.345   21.293   22.177   24.908
   26.036   27.050   28.242   28.824   29.139   30.163   30.485   31.248   32.549   33.253
           -0.657894  0.500000  0.342106
   -6.792   -6.630   -6.621   -6.517   -6.508   -2.091    1.948    5.608    6.329   10.025
   11.938   12.950   14.775   16.877   17.793   18.512   19.311   21.044   21.935   25.107
   26.263   27.004   28.224   29.003   29.197   30.070   30.659   31.248   32.703   33.298
           -0.631578  0.500000  0.368422
   -6.790   -6.631   -6.625   -6.514   -6.508   -2.131    1.922    5.836    6.411    9.805
   12.028   12.783   14.805   16.980   17.807   18.434   19.305   20.817   21.657   25.298
   26.480   26.969   28.178   29.025   29.281   30.145   30.867   31.248   32.847   33.129
           -0.605264  0.500000  0.394736
   -6.789   -6.632   -6.628   -6.512   -6.508   -2.164    1.899    6.059    6.478    9.588
   12.126   12.640   14.807   17.004   17.920   18.370   19.337   20.620   21.355   25.468
   26.676   26.957   28.144   28.976   29.207   30.454   31.092   31.248   32.944   32.986
           -0.578948  0.500000  0.421052
   -6.788   -6.633   -6.631   -6.510   -6.508   -2.191    1.880    6.266    6.531    9.385
   12.222   12.527   14.779   17.010   18.056   18.318   19.420   20.460   21.040   25.608
   26.839   26.969   28.136   28.905   29.054   30.861   31.247   31.316   32.814   33.048
           -0.552632  0.500000  0.447368
   -6.787   -6.633   -6.632   -6.509   -6.508   -2.210    1.866    6.438    6.568    9.213
   12.304   12.446   14.735   17.024   18.161   18.276   19.568   20.342   20.724   25.709
   26.958   27.002   28.155   28.829   28.900   31.247   31.266   31.517   32.698   33.079
           -0.526316  0.500000  0.473684
   -6.787   -6.634   -6.633   -6.508   -6.508   -2.221    1.858    6.556    6.591    9.096
   12.361   12.398   14.697   17.041   18.221   18.249   19.768   20.270   20.427   25.769
   27.030   27.037   28.186   28.766   28.784   31.247   31.588   31.663   32.621   33.085
           -0.500000  0.500000  0.500000
   -6.787   -6.634   -6.634   -6.508   -6.508   -2.225    1.855    6.598    6.598    9.054
   12.382   12.382   14.682   17.048   18.239   18.239   19.917   20.245   20.245   25.788
   27.053   27.053   28.203   28.740   28.740   31.247   31.719   31.719   32.593   33.086
           -0.500000  0.500000  0.500000
   -6.787   -6.634   -6.634   -6.508   -6.508   -2.225    1.855    6.598    6.598    9.054
   12.382   12.382   14.682   17.048   18.239   18.239   19.917   20.245   20.245   25.788
   27.053   27.053   28.203   28.740   28.740   31.247   31.719   31.719   32.593   33.086
           -0.473684  0.473684  0.473684
   -6.786   -6.634   -6.634   -6.508   -6.508   -2.245    1.889    6.603    6.603    9.058
   12.384   12.384   14.666   16.998   18.146   18.146   20.002   20.359   20.359   25.589
   26.853   26.853   28.376   28.935   28.935   31.247   31.729   31.729   32.073   33.513
           -0.447368  0.447368  0.447368
   -6.784   -6.634   -6.634   -6.509   -6.509   -2.302    1.989    6.618    6.618    9.071
   12.393   12.393   14.616   16.871   17.917   17.917   20.233   20.653   20.653   25.119
   26.408   26.408   28.738   29.359   29.359   31.243   31.456   31.762   31.762   33.476
           -0.421053  0.421053  0.421053
